_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,farg_secim,farg_secim:confidence,hata,orig__golden,arg0,arg1,arg2,arg3,arg4,ex0,ex1,ex2,farg,farg_secim_gold,farg_secim_gold_reason,pred,pred_no,senseid,sent,sid
853879899,false,finalized,4,12/29/2015 20:27:37,nitelik sahibi olan,0.7402,"


","",nitelik sahibi olan,sahip olduğu nitelik,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Eczacı olmak bu sayılı inatlarından biri ve ilkidir.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: olmak<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>sahip olduğu nitelik</b>: Eczacı<br>,N.A,N.A,hali,"","",ol,1,3,Sokakta onun hali ne olur ? ,1377
853879900,false,finalized,3,1/1/2016 22:41:14,sahip olduğu nitelik,1.0,"

","",nitelik sahibi olan,sahip olduğu nitelik,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Eczacı olmak bu sayılı inatlarından biri ve ilkidir.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: olmak<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>sahip olduğu nitelik</b>: Eczacı<br>,N.A,N.A,ne,"","",ol,1,3,Sokakta onun hali ne olur ? ,1377
853879901,false,finalized,5,12/29/2015 22:27:31,çıkarılan,1.0,"



","",çıkaran,çıkarılan,nereden çıkarıldığı,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>O uzun kınalı saçlarını tülbendinin altından çıkardı.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: çıkardı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>çıkarılan</b>: O uzun kınalı saçlarını<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>nereden çıkarıldığı</b>: tülbendinin altından<br>,N.A,N.A,limiti,"","",çıkar,1,1,elli bin dolarlık terkin limiti en az ikiyüzelli bin dolara çıkarılsın . ,1378
853879902,false,finalized,3,1/2/2016 16:26:22,"Miktarı (yüzde elli), (az, çok, biraz), (benden fazla) vb.",1.0,"

","",çıkaran,çıkarılan,nereden çıkarıldığı,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>O uzun kınalı saçlarını tülbendinin altından çıkardı.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: çıkardı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>çıkarılan</b>: O uzun kınalı saçlarını<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>nereden çıkarıldığı</b>: tülbendinin altından<br>,N.A,N.A,az,"","",çıkar,1,1,elli bin dolarlık terkin limiti en az ikiyüzelli bin dolara çıkarılsın . ,1378
853879903,false,finalized,3,1/1/2016 22:26:35,çıkarılan,0.6389,"

","",çıkaran,çıkarılan,nereden çıkarıldığı,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>O uzun kınalı saçlarını tülbendinin altından çıkardı.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: çıkardı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>çıkarılan</b>: O uzun kınalı saçlarını<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>nereden çıkarıldığı</b>: tülbendinin altından<br>,N.A,N.A,dolara,"","",çıkar,1,1,elli bin dolarlık terkin limiti en az ikiyüzelli bin dolara çıkarılsın . ,1378
853879904,false,finalized,3,1/2/2016 13:52:07,yatağa giren kişi,1.0,"

","",yatağa giren kişi,N.A,yatılan yer,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Bu gece nerede yatacağız  ?</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: yatacağız<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)</b>: Bu gece<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>yatılan yer</b>: nerede<br>",N.A,N.A,siz,"","",yat,1,1,Ben dün gece siz yattıktan sonra evden kaçtım . ,1379
853879905,false,finalized,3,1/1/2016 15:58:55,firar eden,1.0,"

","",firar eden,N.A,N.A,nereden kaçtığı,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Silahını hatta başındaki şapkasını bırakıp kaçıyor.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: kaçıyor<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Nasıl (hızlıca, güzel, yavaş, yapıp, koşup vb)</b>: Silahını hatta başındaki şapkasını bırakıp<br>",N.A,N.A,Ben,"","",kaç,1,2,Ben dün gece siz yattıktan sonra evden kaçtım . ,1379
853879906,false,finalized,3,1/2/2016 18:59:45,"Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)",1.0,"

","",firar eden,N.A,N.A,nereden kaçtığı,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Silahını hatta başındaki şapkasını bırakıp kaçıyor.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: kaçıyor<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Nasıl (hızlıca, güzel, yavaş, yapıp, koşup vb)</b>: Silahını hatta başındaki şapkasını bırakıp<br>",N.A,N.A,sonra,"","",kaç,1,2,Ben dün gece siz yattıktan sonra evden kaçtım . ,1379
853879907,false,finalized,3,1/1/2016 03:41:53,nereden kaçtığı,1.0,"

","",firar eden,N.A,N.A,nereden kaçtığı,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Silahını hatta başındaki şapkasını bırakıp kaçıyor.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: kaçıyor<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Nasıl (hızlıca, güzel, yavaş, yapıp, koşup vb)</b>: Silahını hatta başındaki şapkasını bırakıp<br>",N.A,N.A,evden,"","",kaç,1,2,Ben dün gece siz yattıktan sonra evden kaçtım . ,1379
853879908,false,finalized,3,12/29/2015 18:54:53,"Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)",1.0,"

","",bakan kişi,bakılan şey,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Hangi resmime baksam ben değilim.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: baksam<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>bakılan şey</b>: Hangi resmime<br>,N.A,N.A,Şimdi,"","",bak,1,1,Şimdi bakın . ,1380
853879909,false,finalized,3,1/2/2016 17:33:59,"Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)",1.0,"

","",açıklayıcı,açıklanan,kime açıklanıyor,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Hasan Şaş, bir soru üzerine, Güney Kore'de futbol oynamayı düşünmediğini açıkladı.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: açıkladı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>açıklayıcı</b>: Hasan Şaş<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>açıklanan</b>: Güney Kore'de futbol oynamayı düşünmediğini<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Nedeni ya da kaynağı (yüzünden, onun için, dağdan vb) </b>: bir soru üzerine<br>",N.A,N.A,günü,"","",açıkla,1,1,Geçen cuma günü son derste açıkladı . ,1381
853879910,false,finalized,3,12/29/2015 23:14:28,"Nerede (mahallede, konuşmasında, hayalinde)",1.0,"

","",açıklayıcı,açıklanan,kime açıklanıyor,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Hasan Şaş, bir soru üzerine, Güney Kore'de futbol oynamayı düşünmediğini açıkladı.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: açıkladı<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>açıklayıcı</b>: Hasan Şaş<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>açıklanan</b>: Güney Kore'de futbol oynamayı düşünmediğini<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Nedeni ya da kaynağı (yüzünden, onun için, dağdan vb) </b>: bir soru üzerine<br>",N.A,N.A,derste,"","",açıkla,1,1,Geçen cuma günü son derste açıkladı . ,1381
853879911,false,finalized,3,12/29/2015 18:19:38,içen kişi/şey,1.0,"

","",içen kişi/şey,içilen şey,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Toprak suyu içer.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: içer.<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>içen kişi/şey</b>: Toprak<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>içilen şey</b>: suyu<br>,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Çeşme suyunu  içti.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: içti<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>içilen şey</b>: Çeşme suyunu<br>,N.A,Ben,"","",iç,1,1,Ben içmem . ,1382
853879912,false,finalized,3,1/1/2016 14:55:01,"Nasıl (hızlıca, güzel, yavaş, yapıp, koşup vb)",0.669,"

","",ulaşan,N.A,N.A,nereden geldiği,nereye geldiği,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Gurbetten gelmişim yorgunum, hancı.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: gelmişim<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>nereden geldiği</b>: Gurbetten<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Cümle başındaki Bağlaç (Ayrıca, Fakat, Buna rağmen vb.) ya da Seslenme (Allahım, duy sesimi)</b>: hancı<br>",N.A,N.A,halinde,"","",gel,1,1,"Raporlarda , tanıkların uçağın sağ kanadı aşağıda , diğeri yukarıda olarak dalış halinde gelip yere vurduğunu , vurmayı müteakip bir ateş topu meydana geldiğini beyan ettiği yeralıyordu . ",1383
853879913,false,finalized,3,12/30/2015 20:53:54,"Nasıl (hızlıca, güzel, yavaş, yapıp, koşup vb)",0.3418,"

","",vuran kişi,nereye/kime vurduğu,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Birinin başına vurdum.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: vurdum<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>nereye/kime vurduğu</b>: Birinin başına<br>,N.A,N.A,olarak,"","",vur,1,1,"Raporlarda , tanıkların uçağın sağ kanadı aşağıda , diğeri yukarıda olarak dalış halinde gelip yere vurduğunu , vurmayı müteakip bir ateş topu meydana geldiğini beyan ettiği yeralıyordu . ",1383
853879914,false,finalized,3,1/2/2016 21:00:26,"Nasıl (hızlıca, güzel, yavaş, yapıp, koşup vb)",1.0,"

","",vuran kişi,nereye/kime vurduğu,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Birinin başına vurdum.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: vurdum<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>nereye/kime vurduğu</b>: Birinin başına<br>,N.A,N.A,gelip,"","",vur,1,1,"Raporlarda , tanıkların uçağın sağ kanadı aşağıda , diğeri yukarıda olarak dalış halinde gelip yere vurduğunu , vurmayı müteakip bir ateş topu meydana geldiğini beyan ettiği yeralıyordu . ",1383
853879915,false,finalized,5,12/29/2015 15:39:23,nereye/kime vurduğu,1.0,"



","",vuran kişi,nereye/kime vurduğu,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Birinin başına vurdum.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: vurdum<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>nereye/kime vurduğu</b>: Birinin başına<br>,N.A,N.A,yere,"","",vur,1,1,"Raporlarda , tanıkların uçağın sağ kanadı aşağıda , diğeri yukarıda olarak dalış halinde gelip yere vurduğunu , vurmayı müteakip bir ateş topu meydana geldiğini beyan ettiği yeralıyordu . ",1383
853879916,false,finalized,4,12/29/2015 18:37:51,"Amacı, bitiş noktası (Eve, odaya vb.) ya da faydalanan (annem için, arkadaşıma vb)",0.2828,"


","",gelen,ulaştığı yer,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Yola gelmek. Meydana gelmek. Hatıra gelmek. Akla gelmek</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: gelmek<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ulaştığı yer</b>: Yola<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ulaştığı yer</b>: Meydana<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ulaştığı yer</b>: Hatıra<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ulaştığı yer</b>: Akla<br>,N.A,N.A,müteakip,"","",gel,2,17,"Raporlarda , tanıkların uçağın sağ kanadı aşağıda , diğeri yukarıda olarak dalış halinde gelip yere vurduğunu , vurmayı müteakip bir ateş topu meydana geldiğini beyan ettiği yeralıyordu . ",1383
853879917,false,finalized,3,12/30/2015 22:44:28,gelen,1.0,"

","",gelen,ulaştığı yer,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Yola gelmek. Meydana gelmek. Hatıra gelmek. Akla gelmek</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: gelmek<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ulaştığı yer</b>: Yola<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ulaştığı yer</b>: Meydana<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ulaştığı yer</b>: Hatıra<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ulaştığı yer</b>: Akla<br>,N.A,N.A,topu,"","",gel,2,17,"Raporlarda , tanıkların uçağın sağ kanadı aşağıda , diğeri yukarıda olarak dalış halinde gelip yere vurduğunu , vurmayı müteakip bir ateş topu meydana geldiğini beyan ettiği yeralıyordu . ",1383
853879918,false,finalized,3,1/1/2016 22:35:54,"Yardımcı fiil elemanı (mezun olmak'taki mezun, hayal etmek'teki hayal vb... )",0.3656,"

","",gelen,ulaştığı yer,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Yola gelmek. Meydana gelmek. Hatıra gelmek. Akla gelmek</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: gelmek<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ulaştığı yer</b>: Yola<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ulaştığı yer</b>: Meydana<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ulaştığı yer</b>: Hatıra<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ulaştığı yer</b>: Akla<br>,N.A,N.A,meydana,"","",gel,2,17,"Raporlarda , tanıkların uçağın sağ kanadı aşağıda , diğeri yukarıda olarak dalış halinde gelip yere vurduğunu , vurmayı müteakip bir ateş topu meydana geldiğini beyan ettiği yeralıyordu . ",1383
853879919,false,finalized,3,1/1/2016 14:48:13,Eylemle ilişkili değil,0.6507,"

","",gelen,ulaştığı yer,N.A,N.A,N.A,&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Yola gelmek. Meydana gelmek. Hatıra gelmek. Akla gelmek</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: gelmek<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ulaştığı yer</b>: Yola<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ulaştığı yer</b>: Meydana<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ulaştığı yer</b>: Hatıra<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ulaştığı yer</b>: Akla<br>,N.A,N.A,vurduğunu,"","",gel,2,17,"Raporlarda , tanıkların uçağın sağ kanadı aşağıda , diğeri yukarıda olarak dalış halinde gelip yere vurduğunu , vurmayı müteakip bir ateş topu meydana geldiğini beyan ettiği yeralıyordu . ",1383
853879920,false,finalized,3,1/1/2016 01:05:13,"eden, yapan",0.6721,"

","","eden, yapan",ne ettiği/yaptığı,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>yardım etmek, teslim etmek, yataklık etmek, kontrol etmek , hapsetmek</i></font><br>",N.A,N.A,tanıkların,"","",et,1,6,"Raporlarda , tanıkların uçağın sağ kanadı aşağıda , diğeri yukarıda olarak dalış halinde gelip yere vurduğunu , vurmayı müteakip bir ateş topu meydana geldiğini beyan ettiği yeralıyordu . ",1383
853879921,false,finalized,3,1/1/2016 14:02:24,ne ettiği/yaptığı,1.0,"

","","eden, yapan",ne ettiği/yaptığı,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>yardım etmek, teslim etmek, yataklık etmek, kontrol etmek , hapsetmek</i></font><br>",N.A,N.A,geldiğini,"","",et,1,6,"Raporlarda , tanıkların uçağın sağ kanadı aşağıda , diğeri yukarıda olarak dalış halinde gelip yere vurduğunu , vurmayı müteakip bir ateş topu meydana geldiğini beyan ettiği yeralıyordu . ",1383
853879922,false,finalized,3,1/2/2016 11:05:05,ne ettiği/yaptığı,1.0,"

","","eden, yapan",ne ettiği/yaptığı,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>yardım etmek, teslim etmek, yataklık etmek, kontrol etmek , hapsetmek</i></font><br>",N.A,N.A,beyan,"","",et,1,6,"Raporlarda , tanıkların uçağın sağ kanadı aşağıda , diğeri yukarıda olarak dalış halinde gelip yere vurduğunu , vurmayı müteakip bir ateş topu meydana geldiğini beyan ettiği yeralıyordu . ",1383
853879923,false,finalized,3,1/2/2016 13:00:48,nerede yer aldığı,1.0,"

","",N.A,yer alan şey,nerede yer aldığı,N.A,N.A,N.A,N.A,N.A,Raporlarda,"","",yeral,1,1,"Raporlarda , tanıkların uçağın sağ kanadı aşağıda , diğeri yukarıda olarak dalış halinde gelip yere vurduğunu , vurmayı müteakip bir ateş topu meydana geldiğini beyan ettiği yeralıyordu . ",1383
853879924,false,finalized,3,1/1/2016 23:06:22,yer alan şey,0.6957,"

","",N.A,yer alan şey,nerede yer aldığı,N.A,N.A,N.A,N.A,N.A,ettiği,"","",yeral,1,1,"Raporlarda , tanıkların uçağın sağ kanadı aşağıda , diğeri yukarıda olarak dalış halinde gelip yere vurduğunu , vurmayı müteakip bir ateş topu meydana geldiğini beyan ettiği yeralıyordu . ",1383
853879925,false,finalized,3,12/30/2015 23:28:58,söylenen şey,0.6642,"

","",söyleyen kişi,söylenen şey,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Eskilerin dediği gibi beşer, şaşar.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: dediği<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>söyleyen kişi</b>: Eskilerin<br>",N.A,N.A,Dikkat,"","",de,1,1,Dikkat : değiştirmeli demedi . ,1384
853879926,false,finalized,3,12/29/2015 17:19:22,söylenen şey,1.0,"

","",söyleyen kişi,söylenen şey,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Eskilerin dediği gibi beşer, şaşar.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: dediği<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>söyleyen kişi</b>: Eskilerin<br>",N.A,N.A,değiştirmeli,"","",de,1,1,Dikkat : değiştirmeli demedi . ,1384
853879927,false,finalized,3,12/30/2015 22:59:35,içinde bulunulan durum (ne/nasıl kaldığı),0.6534,"

","",kalan,içinde bulunulan durum (ne/nasıl kaldığı),N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Aç kalmak, nefes nefese kalmak</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: kalmak<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>içinde bulunulan durum (ne/nasıl kaldığı)</b>: Aç<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>içinde bulunulan durum (ne/nasıl kaldığı)</b>: nefes nefese<br>",N.A,N.A,Hoşça,"","",kal,1,6,"Hoşça kalın , dedi . ",1385
853879928,false,finalized,3,1/2/2016 06:15:27,söylenen şey,1.0,"

","",söyleyen kişi,söylenen şey,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Eskilerin dediği gibi beşer, şaşar.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: dediği<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>söyleyen kişi</b>: Eskilerin<br>",N.A,N.A,kalın,"","",de,1,1,"Hoşça kalın , dedi . ",1385
853879929,false,finalized,3,12/31/2015 06:50:57,gördüğü şey,1.0,"

","",gören kişi,gördüğü şey,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Merdivenin başındaki paravanın arkasında garip bir sahne gördüm.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: gördüm<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Nerede (mahallede, konuşmasında, hayalinde)</b>: Merdivenin başındaki paravanın arkasında<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>gördüğü şey</b>: garip bir sahne<br>",N.A,N.A,kadın,"","",gör,1,1,Çevre masalarda daha önce görmediğim bir iki kadın gözüme ilişti . ,1386
853879930,false,finalized,3,1/1/2016 22:17:11,"Ne Zaman (Eylül, Pazartesi), Ne Sıklıkla (her zaman, bazen), Kaçıncı (ilk, son) ya da Ne kadarlığına (bir aylığına)",1.0,"

","",gören kişi,gördüğü şey,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Merdivenin başındaki paravanın arkasında garip bir sahne gördüm.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: gördüm<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Nerede (mahallede, konuşmasında, hayalinde)</b>: Merdivenin başındaki paravanın arkasında<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>gördüğü şey</b>: garip bir sahne<br>",N.A,N.A,önce,"","",gör,1,1,Çevre masalarda daha önce görmediğim bir iki kadın gözüme ilişti . ,1386
853879931,false,finalized,3,12/29/2015 17:41:00,"Nerede (mahallede, konuşmasında, hayalinde)",1.0,"

","",ilişen,ilişilen,N.A,N.A,N.A,"&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <strong>Cümle:</strong><font size=3><i>Elim çiçeklere ilişti, vazo devrildi.</i></font><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>Eylem</b>: ilişti<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ilişen</b>: Elim<br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp <b>ilişilen</b>: çiçeklere<br>",N.A,N.A,masalarda,"","",iliş,1,1,Çevre masalarda daha önce görmediğim bir iki kadın gözüme ilişti . ,1386
